movieId,genreId
277,Q130232
278,Q157443
279,Q130232
280,Q130232
280,Q2484376
281,Q157443
281,Q130232
281,Q1054574
282,Q130232
283,Q959790
283,Q130232
284,Q188473
284,Q959790
285,Q130232
285,Q200092
286,Q188473
286,Q471839
286,Q2484376
287,Q157443
287,Q1054574
288,Q188473
288,Q959790
288,Q2484376
289,Q157443
289,Q1054574
290,Q959790
290,Q130232
292,Q188473
292,Q130232
292,Q471839
292,Q2484376
294,Q157443
294,Q1054574
295,Q157443
295,Q1054574
296,Q157443
296,Q959790
296,Q130232
296,Q2484376
297,Q130232
298,Q130232
299,Q130232
300,Q130232
301,Q130232
301,Q1054574
302,Q130232
302,Q1054574
303,Q188473
303,Q2484376
303,Q172980
304,Q157443
304,Q130232
305,Q157443
306,Q130232
307,Q130232
308,Q157443
308,Q130232
309,Q130232
310,Q157443
311,Q200092
311,Q2484376
312,Q157443
313,Q202866
313,Q2143665
314,Q2143665
314,Q130232
314,Q157394
314,Q1200678
315,Q188473
315,Q130232
315,Q2484376
316,Q188473
316,Q319221
316,Q471839
317,Q157443
317,Q130232
317,Q157394
318,Q959790
318,Q130232
319,Q157443
319,Q130232
319,Q2484376
320,Q185867
320,Q2484376
321,Q130232
322,Q157443
322,Q130232
324,Q157443
324,Q130232
325,Q157443
326,Q130232
327,Q188473
327,Q157443
327,Q471839
328,Q200092
328,Q2484376
329,Q319221
329,Q130232
329,Q471839
330,Q188473
330,Q959790
330,Q200092
331,Q130232
332,Q200092
332,Q471839
333,Q157443
334,Q130232
335,Q1200678
335,Q2484376
336,Q130232
336,Q369747
337,Q130232
338,Q188473
338,Q471839
338,Q2484376
339,Q157443
339,Q1054574
340,Q319221
340,Q130232
340,Q369747
341,Q130232
342,Q157443
343,Q2143665
344,Q157443
345,Q157443
345,Q130232
346,Q130232
346,Q842256
347,Q130232
347,Q185867
347,Q1054574
348,Q157443
349,Q188473
349,Q959790
349,Q130232
349,Q2484376
350,Q130232
350,Q1200678
350,Q2484376
351,Q157443
351,Q130232
351,Q1054574
352,Q157443
352,Q130232
353,Q188473
353,Q959790
353,Q157394
353,Q2484376
354,Q130232
355,Q2143665
355,Q157443
355,Q157394
356,Q157443
356,Q130232
356,Q1054574
356,Q369747
357,Q157443
357,Q1054574
358,Q130232
359,Q157443
359,Q130232
359,Q1054574
360,Q188473
360,Q157443
361,Q157443
361,Q130232
361,Q1054574
362,Q319221
362,Q2143665
362,Q1054574
363,Q93204
364,Q319221
364,Q202866
364,Q2143665
364,Q130232
364,Q842256
364,Q8530121
365,Q130232
366,Q130232
366,Q200092
366,Q1200678
366,Q2484376
367,Q188473
367,Q157443
367,Q959790
367,Q157394
368,Q319221
368,Q157443
368,Q172980
369,Q130232
370,Q188473
370,Q157443
371,Q157443
371,Q130232
372,Q157443
372,Q130232
372,Q1054574
373,Q2484376
374,Q2143665
374,Q157443
375,Q130232
376,Q188473
376,Q2484376
377,Q188473
377,Q1054574
377,Q2484376
378,Q157443
378,Q1054574
379,Q188473
379,Q471839
379,Q2484376
380,Q188473
380,Q319221
380,Q157443
380,Q1054574
380,Q2484376
381,Q130232
381,Q1054574
382,Q130232
382,Q200092
382,Q1054574
382,Q2484376
383,Q172980
384,Q188473
384,Q959790
384,Q130232
385,Q130232
386,Q130232
387,Q188473
387,Q157443
389,Q130232
389,Q1054574
389,Q369747
390,Q188473
390,Q959790
390,Q130232
391,Q959790
391,Q130232
392,Q319221
392,Q202866
393,Q188473
393,Q319221
393,Q157394
394,Q157443
395,Q130232
395,Q157394
395,Q1054574
396,Q130232
397,Q200092
398,Q93204
399,Q130232
400,Q130232
401,Q188473
401,Q2484376
402,Q157443
403,Q157443
403,Q959790
403,Q130232
404,Q93204
405,Q188473
405,Q157394
406,Q130232
407,Q200092
407,Q2484376
408,Q130232
409,Q959790
409,Q130232
410,Q2143665
410,Q157443
410,Q157394
412,Q130232
413,Q157443
414,Q157443
415,Q157443
415,Q2484376
416,Q172980
417,Q157443
417,Q1054574
418,Q130232
419,Q157443
420,Q188473
420,Q157443
420,Q959790
420,Q2484376
421,Q319221
421,Q2143665
421,Q130232
422,Q2484376
423,Q188473
423,Q2484376
424,Q130232
425,Q130232
425,Q1054574
426,Q200092
426,Q471839
426,Q2484376
427,Q130232
427,Q1200678
427,Q1054574
427,Q2484376
428,Q130232
429,Q157443
431,Q959790
431,Q130232
432,Q319221
432,Q157443
432,Q172980
433,Q157443
434,Q188473
434,Q319221
434,Q2484376
435,Q157443
435,Q471839
436,Q130232
436,Q2484376
437,Q157443
438,Q188473
438,Q157443
438,Q130232
439,Q130232
440,Q157443
440,Q1054574
441,Q157443
442,Q188473
442,Q319221
442,Q471839
443,Q319221
443,Q93204
444,Q157443
444,Q1054574
445,Q157443
446,Q130232
446,Q1054574
447,Q157443
447,Q1054574
448,Q130232
449,Q157443
450,Q157443
450,Q130232
451,Q130232
451,Q1200678
451,Q1054574
452,Q130232
453,Q157443
453,Q1054574
454,Q130232
454,Q2484376
455,Q319221
455,Q2143665
455,Q130232
456,Q959790
456,Q130232
456,Q2484376
457,Q2484376
458,Q130232
458,Q172980
459,Q188473
459,Q319221
459,Q959790
459,Q130232
459,Q1054574
459,Q2484376
461,Q130232
461,Q1054574
462,Q188473
462,Q319221
463,Q959790
463,Q130232
463,Q2484376
464,Q188473
464,Q319221
464,Q959790
464,Q2484376
465,Q188473
465,Q130232
465,Q369747
466,Q188473
466,Q157443
466,Q369747
467,Q157443
468,Q157443
468,Q1054574
469,Q130232
469,Q1054574
470,Q157443
471,Q157443
472,Q157443
472,Q130232
473,Q157443
473,Q369747
474,Q188473
474,Q2484376
475,Q130232
476,Q157443
476,Q130232
477,Q130232
477,Q842256
478,Q157443
478,Q959790
478,Q130232
479,Q188473
479,Q959790
479,Q2484376
480,Q188473
480,Q319221
480,Q471839
480,Q2484376
481,Q130232
481,Q2484376
482,Q959790
482,Q130232
482,Q2484376
483,Q130232
484,Q319221
484,Q2143665
485,Q188473
485,Q319221
485,Q157443
485,Q157394
486,Q157443
487,Q157443
487,Q172980
488,Q130232
488,Q1054574
489,Q157443
490,Q2484376
491,Q130232
492,Q157443
492,Q1200678
493,Q188473
493,Q959790
493,Q130232
494,Q188473
494,Q319221
494,Q2484376
495,Q130232
496,Q157443
496,Q130232
496,Q1054574
496,Q2484376
497,Q157443
497,Q1054574
498,Q130232
498,Q1054574
499,Q157443
499,Q1054574
500,Q157443
500,Q130232
501,Q130232
502,Q188473
502,Q2143665
502,Q1054574
503,Q130232
504,Q188473
504,Q130232
504,Q471839
505,Q157443
506,Q130232
506,Q157394
506,Q1054574
507,Q959790
507,Q130232
507,Q2484376
508,Q130232
509,Q130232
509,Q1054574
510,Q130232
511,Q188473
511,Q130232
512,Q200092
512,Q471839
513,Q157443
513,Q1200678
513,Q1054574
514,Q157443
515,Q130232
515,Q1054574
516,Q157443
516,Q130232
517,Q188473
517,Q130232
517,Q1200678
518,Q157443
519,Q188473
519,Q959790
519,Q130232
519,Q471839
519,Q2484376
520,Q157443
521,Q959790
521,Q2484376
522,Q188473
522,Q130232
523,Q130232
524,Q130232
525,Q130232
526,Q130232
527,Q130232
527,Q369747
528,Q157443
528,Q130232
529,Q130232
530,Q130232
531,Q2143665
531,Q130232
532,Q157443
532,Q959790
532,Q200092
533,Q188473
533,Q319221
533,Q157394
533,Q1200678
534,Q130232
534,Q1054574
535,Q130232
536,Q130232
537,Q130232
538,Q130232
539,Q157443
539,Q130232
539,Q1054574
540,Q2484376
541,Q188473
541,Q471839
541,Q2484376
542,Q157443
542,Q130232
542,Q1054574
543,Q157443
543,Q1054574
543,Q2484376
544,Q188473
544,Q959790
546,Q188473
546,Q319221
546,Q2143665
546,Q157443
546,Q157394
546,Q471839
547,Q188473
547,Q319221
547,Q2484376
548,Q188473
548,Q1200678
548,Q2484376
549,Q130232
549,Q842256
550,Q157443
550,Q1054574
551,Q202866
551,Q2143665
551,Q157394
551,Q842256
552,Q188473
552,Q319221
552,Q157443
552,Q1054574
553,Q188473
553,Q130232
553,Q172980
554,Q959790
554,Q130232
554,Q2484376
555,Q959790
555,Q2484376
558,Q188473
558,Q319221
558,Q202866
558,Q2143665
558,Q157394
559,Q157443
560,Q130232
561,Q130232
561,Q2484376
562,Q157443
562,Q130232
563,Q130232
563,Q1054574
564,Q157443
565,Q130232
565,Q200092
566,Q157443
566,Q1054574
567,Q157443
567,Q130232
568,Q157443
568,Q130232
569,Q157443
569,Q130232
570,Q157443
570,Q130232
571,Q130232
571,Q1054574
572,Q130232
573,Q130232
574,Q157443
574,Q130232
575,Q2143665
575,Q157443
576,Q157443
577,Q319221
577,Q2143665
577,Q130232
579,Q959790
579,Q2484376
580,Q130232
581,Q93204
582,Q157443
582,Q130232
583,Q157443
583,Q130232
584,Q130232
584,Q1054574
585,Q157443
586,Q2143665
586,Q157443
587,Q157443
587,Q130232
587,Q157394
587,Q1054574
587,Q2484376
588,Q319221
588,Q202866
588,Q2143665
588,Q157443
588,Q842256
589,Q188473
589,Q471839
590,Q319221
590,Q130232
590,Q172980
591,Q188473
591,Q130232
591,Q2484376
592,Q188473
592,Q959790
592,Q2484376
593,Q959790
593,Q200092
593,Q2484376
594,Q202866
594,Q2143665
594,Q130232
594,Q157394
594,Q842256
595,Q202866
595,Q2143665
595,Q157394
595,Q842256
595,Q1054574
595,Q8530121
596,Q202866
596,Q2143665
596,Q157394
596,Q842256
597,Q157443
597,Q1054574
598,Q157443
598,Q157394
599,Q319221
599,Q172980
600,Q188473
600,Q157443
600,Q959790
601,Q130232
602,Q93204
603,Q157443
605,Q130232
605,Q1054574
606,Q157394
606,Q200092
607,Q130232
608,Q157443
608,Q959790
608,Q130232
608,Q2484376
609,Q319221
609,Q2143665
610,Q188473
610,Q319221
610,Q202866
610,Q200092
610,Q471839
611,Q188473
611,Q200092
611,Q471839
612,Q157443
613,Q130232
613,Q1054574
614,Q130232
614,Q2484376
615,Q157443
615,Q130232
616,Q202866
616,Q2143665
617,Q157443
617,Q130232
618,Q157443
618,Q1054574
619,Q157443
620,Q130232
621,Q130232
623,Q1054574
625,Q130232
626,Q157443
628,Q959790
628,Q130232
628,Q1200678
628,Q2484376
629,Q130232
630,Q130232
630,Q1054574
631,Q319221
631,Q202866
631,Q2143665
631,Q157394
631,Q842256
631,Q1054574
632,Q130232
632,Q369747
633,Q157443
634,Q157443
635,Q157443
635,Q130232
636,Q130232
637,Q157443
638,Q1054574
639,Q157443
639,Q130232
640,Q130232
640,Q2484376
641,Q319221
641,Q2143665
641,Q157443
642,Q130232
643,Q157443
644,Q157443
645,Q130232
647,Q188473
647,Q959790
647,Q130232
647,Q369747
648,Q188473
648,Q319221
648,Q1200678
648,Q2484376
649,Q157443
649,Q130232
650,Q130232
651,Q157443
652,Q200092
652,Q1200678
652,Q2484376
653,Q188473
653,Q319221
653,Q157394
654,Q130232
654,Q1054574
655,Q157443
656,Q157443
658,Q130232
658,Q842256
659,Q959790
659,Q130232
659,Q2484376
660,Q130232
661,Q319221
661,Q202866
661,Q2143665
661,Q157394
661,Q842256
662,Q2484376
663,Q157443
664,Q157443
665,Q157443
665,Q130232
665,Q369747
666,Q130232
666,Q1054574
666,Q369747
667,Q188473
670,Q130232
671,Q157443
671,Q471839
672,Q130232
673,Q319221
673,Q202866
673,Q2143665
673,Q157443
673,Q157394
673,Q471839
674,Q319221
674,Q157443
674,Q471839
675,Q188473
675,Q130232
675,Q2484376
676,Q157443
676,Q200092
676,Q471839
678,Q130232
678,Q2484376
679,Q130232
680,Q130232
680,Q1200678
680,Q1054574
680,Q471839
680,Q2484376
681,Q959790
682,Q93204
682,Q130232
683,Q93204
684,Q130232
685,Q130232
687,Q130232
687,Q1054574
688,Q188473
688,Q319221
688,Q157443
688,Q369747
690,Q130232
690,Q1054574
691,Q157443
691,Q1054574
692,Q188473
692,Q471839
692,Q2484376
693,Q130232
694,Q188473
694,Q959790
694,Q130232
695,Q1200678
695,Q2484376
696,Q130232
696,Q2484376
697,Q130232
697,Q1054574
698,Q130232
700,Q157443
701,Q130232
702,Q130232
703,Q130232
704,Q188473
704,Q319221
705,Q157443
706,Q130232
707,Q959790
707,Q130232
707,Q2484376
708,Q157443
708,Q1054574
709,Q319221
709,Q202866
709,Q2143665
709,Q157443
709,Q842256
710,Q157443
711,Q319221
711,Q2143665
712,Q959790
712,Q130232
712,Q1054574
712,Q2484376
713,Q130232
714,Q130232
714,Q1200678
714,Q172980
715,Q130232
715,Q1054574
716,Q959790
717,Q157443
718,Q157443
718,Q157394
718,Q471839
719,Q157443
721,Q130232
722,Q93204
723,Q130232
724,Q130232
724,Q157394
724,Q200092
724,Q2484376
725,Q157443
726,Q130232
728,Q157443
729,Q130232
731,Q959790
731,Q2484376
732,Q959790
733,Q188473
733,Q319221
733,Q2484376
734,Q157443
735,Q200092
736,Q188473
736,Q319221
736,Q1054574
736,Q2484376
737,Q188473
737,Q471839
738,Q130232
739,Q157443
741,Q202866
741,Q471839
742,Q200092
742,Q2484376
743,Q157443
744,Q130232
745,Q202866
745,Q2143665
745,Q157443
746,Q185867
747,Q157443
748,Q188473
748,Q471839
748,Q2484376
749,Q130232
750,Q157443
750,Q369747
751,Q157443
751,Q200092
752,Q157443
752,Q93204
752,Q1054574
753,Q157443
753,Q130232
753,Q1054574
754,Q319221
754,Q2143665
755,Q2143665
755,Q130232
756,Q93204
757,Q130232
758,Q130232
760,Q130232
760,Q369747
761,Q188473
761,Q319221
762,Q157443
762,Q959790
763,Q157443
763,Q130232
764,Q130232
764,Q1054574
765,Q157443
765,Q130232
766,Q130232
767,Q157443
767,Q130232
768,Q130232
772,Q157443
773,Q130232
775,Q200092
775,Q1200678
776,Q157443
776,Q130232
777,Q369747
778,Q157443
778,Q959790
778,Q130232
779,Q130232
779,Q1054574
780,Q188473
780,Q319221
780,Q471839
780,Q2484376
781,Q130232
782,Q130232
782,Q2484376
783,Q202866
783,Q2143665
783,Q130232
783,Q842256
783,Q1054574
784,Q157443
784,Q2484376
785,Q157443
786,Q188473
786,Q130232
786,Q2484376
787,Q93204
788,Q157443
788,Q157394
788,Q1054574
788,Q471839
789,Q130232
790,Q130232
793,Q130232
794,Q157443
794,Q130232
795,Q130232
796,Q130232
797,Q157443
798,Q188473
798,Q319221
798,Q130232
798,Q2484376
799,Q157443
799,Q200092
799,Q2484376
800,Q130232
800,Q1200678
800,Q172980
801,Q2143665
801,Q157443
802,Q130232
802,Q1054574
803,Q157443
803,Q130232
803,Q1054574
804,Q157443
804,Q1054574
805,Q130232
805,Q2484376
806,Q959790
806,Q130232
807,Q157443
807,Q1054574
808,Q319221
808,Q2143665
809,Q188473
809,Q319221
810,Q2143665
810,Q157443
810,Q157394
812,Q130232
813,Q157443
814,Q130232
815,Q188473
815,Q1200678
815,Q2484376
816,Q130232
818,Q157443
819,Q157443
819,Q130232
820,Q130232
821,Q130232
821,Q1054574
822,Q130232
822,Q1054574
822,Q369747
823,Q130232
824,Q130232
824,Q1200678
825,Q157443
825,Q1054574
826,Q130232
827,Q130232
828,Q319221
828,Q2143665
829,Q157443
829,Q157394
829,Q842256
830,Q157443
831,Q130232
832,Q959790
832,Q2484376
833,Q157443
834,Q157443
835,Q130232
836,Q188473
836,Q319221
836,Q2484376
837,Q2143665
837,Q157443
837,Q157394
838,Q157443
838,Q130232
838,Q1054574
839,Q188473
839,Q2484376
840,Q2143665
840,Q157443
841,Q200092
842,Q157443
842,Q200092
843,Q130232
844,Q130232
845,Q130232
846,Q130232
847,Q157443
847,Q130232
848,Q130232
849,Q188473
849,Q319221
849,Q471839
849,Q2484376
850,Q959790
850,Q130232
851,Q130232
852,Q157443
852,Q130232
852,Q1054574
853,Q130232
854,Q130232
855,Q130232
856,Q157443
857,Q130232
858,Q959790
858,Q130232
860,Q157443
862,Q130232
864,Q157443
864,Q130232
865,Q130232
866,Q959790
866,Q130232
866,Q1054574
866,Q2484376
867,Q157443
867,Q959790
868,Q157443
869,Q959790
869,Q130232
869,Q842256
869,Q2484376
870,Q157443
871,Q157443
872,Q130232
873,Q130232
874,Q959790
874,Q130232
877,Q157443
877,Q130232
878,Q130232
879,Q200092
879,Q2484376
880,Q471839
880,Q2484376
881,Q2143665
881,Q157443
882,Q130232
882,Q2484376
884,Q130232
885,Q2143665
885,Q130232
885,Q157394
886,Q188473
886,Q157443
886,Q959790
887,Q130232
889,Q130232
889,Q1054574
890,Q2484376
891,Q200092
891,Q2484376
892,Q157443
892,Q130232
892,Q1054574
893,Q130232
894,Q1054574
895,Q130232
896,Q130232
897,Q319221
897,Q130232
897,Q1054574
897,Q369747
898,Q157443
898,Q130232
898,Q1054574
899,Q157443
899,Q842256
899,Q1054574
900,Q842256
900,Q1054574
901,Q157443
901,Q842256
902,Q130232
902,Q1054574
903,Q130232
903,Q1200678
903,Q1054574
903,Q2484376
904,Q1200678
904,Q2484376
905,Q157443
905,Q1054574
906,Q130232
906,Q2484376
907,Q157443
907,Q842256
907,Q1054574
908,Q188473
908,Q319221
908,Q1200678
908,Q1054574
908,Q2484376
909,Q157443
909,Q130232
909,Q1054574
910,Q157443
910,Q959790
911,Q157443
911,Q959790
911,Q1200678
911,Q1054574
911,Q2484376
912,Q130232
912,Q1054574
913,Q185867
913,Q1200678
914,Q157443
914,Q130232
914,Q842256
914,Q1054574
915,Q157443
915,Q1054574
916,Q157443
916,Q130232
916,Q1054574
917,Q2143665
917,Q130232
918,Q842256
919,Q319221
919,Q2143665
919,Q157394
919,Q842256
920,Q130232
920,Q1054574
920,Q369747
921,Q157443
922,Q130232
922,Q185867
922,Q1054574
923,Q130232
923,Q1200678
924,Q319221
924,Q130232
924,Q471839
925,Q319221
925,Q1054574
925,Q369747
926,Q130232
927,Q157443
928,Q130232
928,Q1200678
928,Q1054574
928,Q2484376
929,Q130232
929,Q185867
929,Q1200678
929,Q2484376
930,Q185867
930,Q1054574
930,Q2484376
931,Q1200678
931,Q1054574
931,Q2484376
932,Q130232
932,Q1054574
933,Q959790
933,Q1200678
933,Q1054574
933,Q2484376
934,Q157443
935,Q157443
935,Q842256
936,Q157443
936,Q1054574
937,Q157443
937,Q1054574
938,Q842256
939,Q157443
939,Q130232
940,Q188473
940,Q319221
940,Q1054574
941,Q319221
942,Q959790
942,Q185867
942,Q1200678
943,Q130232
943,Q157394
943,Q1054574
945,Q157443
945,Q842256
945,Q1054574
946,Q157443
946,Q130232
946,Q369747
947,Q157443
947,Q1054574
948,Q130232
948,Q1054574
948,Q172980
949,Q130232
950,Q157443
950,Q959790
951,Q157443
951,Q1054574
952,Q319221
952,Q157443
953,Q2143665
953,Q130232
953,Q157394
953,Q1054574
954,Q130232
955,Q157443
955,Q1054574
956,Q130232
956,Q1054574
957,Q130232
958,Q157443
958,Q1200678
959,Q130232
960,Q959790
960,Q130232
961,Q130232
962,Q959790
962,Q130232
963,Q842256
964,Q1054574
964,Q172980
965,Q130232
965,Q1200678
965,Q2484376
966,Q130232
966,Q369747
967,Q172980
968,Q200092
968,Q471839
968,Q2484376
969,Q319221
969,Q157443
969,Q1054574
969,Q369747
970,Q319221
970,Q157443
970,Q959790
970,Q130232
970,Q1054574
971,Q130232
972,Q130232
973,Q157443
973,Q130232
974,Q130232
974,Q1054574
975,Q157443
975,Q842256
976,Q1054574
976,Q369747
977,Q1200678
979,Q130232
979,Q369747
981,Q130232
982,Q130232
983,Q1054574
984,Q157443
984,Q130232
986,Q319221
986,Q2143665
987,Q130232
987,Q1054574
988,Q157443
988,Q130232
989,Q130232
990,Q188473
990,Q319221
990,Q2484376
991,Q130232
992,Q2484376
993,Q130232
994,Q157443
994,Q130232
