movieId,countryId
273,Q30
273,Q17
273,Q145
274,Q30
275,Q30
276,Q30
277,Q30
278,Q30
279,Q30
280,Q30
280,Q142
281,Q30
282,Q30
283,Q30
284,Q17
284,Q30
285,Q145
286,Q30
287,Q30
288,Q30
289,Q30
289,Q38
290,Q664
292,Q30
294,Q30
295,Q30
296,Q30
297,Q145
297,Q30
298,Q22502
298,Q30
299,Q145
300,Q30
301,Q17
301,Q30
302,Q142
302,Q183
302,Q38
303,Q30
303,Q17
304,Q30
305,Q30
306,Q142
306,Q39
306,Q36
307,Q142
307,Q36
307,Q39
308,Q39
308,Q142
308,Q36
309,Q148
309,Q8646
310,Q16
310,Q30
311,Q16
312,Q183
312,Q30
313,Q30
314,Q30
314,Q27
315,Q30
316,Q30
316,Q142
317,Q30
317,Q16
318,Q30
319,Q145
320,Q30
321,Q96
321,Q241
321,Q29
322,Q30
324,Q408
325,Q16
325,Q30
326,Q8646
326,Q148
327,Q30
327,Q145
328,Q30
329,Q30
330,Q30
331,Q145
332,Q30
333,Q30
333,Q16
334,Q30
335,Q30
336,Q30
337,Q30
338,Q30
339,Q30
340,Q30
341,Q16
342,Q408
342,Q142
343,Q30
344,Q30
345,Q408
346,Q145
346,Q183
347,Q145
347,Q142
348,Q30
349,Q30
350,Q30
351,Q30
352,Q30
353,Q30
354,Q30
355,Q30
356,Q30
357,Q145
358,Q30
359,Q30
360,Q30
361,Q30
362,Q30
363,Q183
363,Q31
363,Q145
363,Q142
364,Q30
365,Q142
365,Q347
365,Q145
366,Q30
367,Q30
368,Q30
369,Q30
369,Q16
370,Q30
371,Q30
372,Q30
373,Q30
374,Q30
375,Q30
376,Q30
377,Q30
378,Q30
379,Q30
379,Q17
380,Q30
381,Q30
382,Q30
383,Q30
383,Q16
384,Q30
384,Q16
385,Q27
385,Q145
386,Q30
387,Q30
389,Q142
390,Q30
391,Q30
392,Q145
393,Q17
393,Q30
394,Q30
395,Q30
396,Q30
397,Q30
398,Q30
399,Q30
400,Q30
401,Q30
402,Q30
402,Q16
403,Q96
404,Q30
405,Q145
405,Q142
405,Q16
406,Q30
407,Q30
407,Q16
408,Q30
409,Q30
410,Q30
412,Q30
413,Q30
414,Q30
414,Q17
415,Q30
416,Q30
417,Q30
418,Q145
418,Q17
419,Q30
420,Q30
421,Q145
421,Q30
422,Q30
423,Q30
424,Q30
425,Q30
426,Q30
427,Q30
428,Q30
429,Q30
431,Q30
432,Q30
433,Q30
434,Q30
434,Q38
434,Q142
434,Q17
435,Q30
436,Q30
437,Q30
438,Q30
439,Q38
439,Q30
440,Q30
441,Q30
442,Q30
443,Q30
444,Q30
445,Q30
446,Q148
446,Q8646
447,Q30
448,Q30
449,Q30
449,Q145
450,Q30
451,Q30
452,Q27
452,Q145
453,Q30
454,Q30
455,Q30
455,Q96
456,Q30
456,Q142
457,Q30
458,Q30
459,Q30
459,Q17
461,Q30
462,Q258
462,Q30
463,Q30
464,Q30
465,Q30
465,Q142
466,Q30
467,Q30
468,Q145
469,Q183
469,Q35
469,Q45
470,Q30
471,Q145
471,Q183
471,Q30
472,Q30
473,Q30
474,Q30
475,Q27
475,Q30
476,Q30
477,Q30
478,Q30
479,Q17
479,Q30
480,Q30
481,Q30
482,Q142
482,Q30
483,Q30
484,Q30
485,Q30
486,Q30
487,Q30
487,Q408
488,Q30
488,Q16
489,Q30
489,Q142
490,Q16
490,Q30
491,Q30
492,Q30
493,Q30
494,Q30
495,Q17
495,Q142
496,Q30
497,Q145
497,Q30
498,Q30
499,Q30
500,Q30
501,Q145
502,Q30
503,Q30
504,Q30
504,Q145
505,Q30
506,Q145
506,Q159
506,Q38
506,Q142
506,Q55
507,Q30
508,Q30
509,Q408
509,Q142
509,Q664
510,Q30
511,Q30
512,Q30
513,Q30
514,Q30
515,Q145
515,Q30
516,Q30
517,Q30
518,Q30
519,Q30
520,Q30
520,Q142
521,Q145
521,Q30
522,Q408
523,Q30
524,Q30
525,Q30
526,Q142
526,Q38
527,Q30
528,Q30
528,Q96
529,Q30
530,Q145
530,Q30
531,Q30
532,Q30
533,Q30
534,Q145
535,Q30
536,Q30
537,Q408
537,Q145
538,Q30
538,Q38
539,Q30
540,Q30
541,Q30
541,Q145
542,Q30
543,Q30
544,Q30
546,Q145
546,Q30
546,Q17
546,Q142
547,Q30
548,Q30
548,Q16
548,Q17
548,Q145
549,Q16
549,Q55
549,Q45
549,Q33
550,Q30
551,Q30
552,Q145
552,Q40
552,Q30
553,Q30
554,Q30
555,Q30
555,Q142
558,Q30
558,Q22502
558,Q145
558,Q16
559,Q16
560,Q30
561,Q145
561,Q16
561,Q30
562,Q30
563,Q142
563,Q31
563,Q38
564,Q30
565,Q96
566,Q30
567,Q29
567,Q142
568,Q145
569,Q30
570,Q35
570,Q34
571,Q145
571,Q30
572,Q55
572,Q30
572,Q142
572,Q38
572,Q145
573,Q38
574,Q30
575,Q30
576,Q142
577,Q30
579,Q38
580,Q145
581,Q142
581,Q145
581,Q183
581,Q30
582,Q142
582,Q31
583,Q38
583,Q142
584,Q414
584,Q38
585,Q30
586,Q30
587,Q30
588,Q30
588,Q17
589,Q30
590,Q30
590,Q145
591,Q30
592,Q30
592,Q145
593,Q30
594,Q30
595,Q30
595,Q17
596,Q30
597,Q30
598,Q159
598,Q142
599,Q30
600,Q30
601,Q148
602,Q30
603,Q30
605,Q30
606,Q30
606,Q145
607,Q145
608,Q30
608,Q145
609,Q30
610,Q145
610,Q16
610,Q30
611,Q30
611,Q145
612,Q30
613,Q142
613,Q38
613,Q145
613,Q30
614,Q664
614,Q145
615,Q38
616,Q30
617,Q29
617,Q142
618,Q29
618,Q30
619,Q30
620,Q183
620,Q142
620,Q16
620,Q38
620,Q414
620,Q145
620,Q258
621,Q142
623,Q30
625,Q948
625,Q142
625,Q38
626,Q30
628,Q30
629,Q16
630,Q30
631,Q30
632,Q145
632,Q29
632,Q183
632,Q38
632,Q142
632,Q30
633,Q30
634,Q30
635,Q30
636,Q30
637,Q30
638,Q145
638,Q142
639,Q30
640,Q30
641,Q142
642,Q183
643,Q183
644,Q183
645,Q142
645,Q38
645,Q183
647,Q30
648,Q30
649,Q30
649,Q17
649,Q189
649,Q35
649,Q183
650,Q30
650,Q27
651,Q183
652,Q884
653,Q30
654,Q183
655,Q183
655,Q145
655,Q40
655,Q27
656,Q30
658,Q408
659,Q142
659,Q38
660,Q145
660,Q30
661,Q145
661,Q30
662,Q30
662,Q16
663,Q16
663,Q30
664,Q30
665,Q838261
665,Q142
665,Q183
665,Q219
665,Q213
665,Q28
665,Q145
665,Q30
666,Q35
666,Q34
667,Q30
670,Q668
671,Q30
672,Q30
673,Q30
674,Q142
674,Q38
675,Q30
676,Q30
678,Q30
679,Q27
679,Q30
680,Q142
680,Q38
681,Q142
682,Q155
682,Q33
682,Q183
683,Q142
684,Q30
685,Q30
687,Q408
688,Q30
690,Q183
690,Q142
690,Q39
691,Q30
692,Q96
692,Q30
693,Q801
694,Q30
695,Q30
696,Q145
697,Q30
698,Q30
700,Q145
700,Q142
700,Q183
700,Q30
701,Q31
701,Q142
701,Q55
702,Q30
703,Q30
704,Q16
704,Q30
705,Q408
706,Q30
707,Q30
708,Q30
709,Q30
710,Q30
711,Q30
712,Q145
713,Q30
713,Q414
714,Q30
714,Q183
714,Q17
715,Q142
716,Q30
717,Q29
718,Q142
719,Q30
721,Q183
722,Q30
723,Q408
724,Q30
725,Q30
726,Q30
728,Q145
729,Q145
729,Q17
729,Q183
731,Q145
731,Q30
732,Q30
733,Q30
734,Q145
734,Q30
735,Q38
735,Q142
735,Q183
736,Q30
737,Q30
738,Q142
739,Q183
741,Q17
741,Q145
742,Q30
743,Q30
744,Q145
745,Q145
746,Q30
747,Q30
747,Q145
748,Q30
748,Q96
749,Q30
750,Q145
750,Q30
751,Q16
752,Q30
753,Q145
753,Q30
754,Q16
754,Q30
755,Q30
756,Q145
756,Q155
757,Q8646
757,Q22502
758,Q794
760,Q183
761,Q30
761,Q408
762,Q30
763,Q27
763,Q35
763,Q145
764,Q30
765,Q30
766,Q145
766,Q30
767,Q30
768,Q838261
768,Q145
768,Q142
768,Q183
768,Q41
772,Q1009
772,Q142
773,Q1041
775,Q142
775,Q38
776,Q30
777,Q30
778,Q145
778,Q30
779,Q30
780,Q30
781,Q145
781,Q142
781,Q38
782,Q30
783,Q30
783,Q17
784,Q30
785,Q30
786,Q30
787,Q30
788,Q30
789,Q414
790,Q218
790,Q142
793,Q142
794,Q928
795,Q30
796,Q30
797,Q142
797,Q38
798,Q30
799,Q664
799,Q30
800,Q30
801,Q30
802,Q30
803,Q145
803,Q30
803,Q183
803,Q142
804,Q30
805,Q30
806,Q145
806,Q30
807,Q142
808,Q30
809,Q30
810,Q30
812,Q28
812,Q39
812,Q142
813,Q30
814,Q30
814,Q16
815,Q30
816,Q145
818,Q30
819,Q38
820,Q142
820,Q96
821,Q30
822,Q145
823,Q142
824,Q183
824,Q40
824,Q34
825,Q183
826,Q183
827,Q45
827,Q142
828,Q30
828,Q183
828,Q145
828,Q213
828,Q142
829,Q30
830,Q30
831,Q145
831,Q30
832,Q30
833,Q30
834,Q30
835,Q30
836,Q30
837,Q30
838,Q145
838,Q30
839,Q30
840,Q30
841,Q142
841,Q38
842,Q30
842,Q16
843,Q30
844,Q148
845,Q8646
846,Q30
846,Q183
846,Q17
847,Q30
848,Q30
849,Q30
850,Q881
850,Q142
850,Q8646
851,Q30
852,Q30
853,Q142
853,Q408
854,Q17
855,Q142
856,Q38
857,Q148
858,Q30
860,Q183
862,Q30
864,Q30
865,Q145
866,Q30
867,Q30
868,Q408
869,Q142
869,Q30
870,Q30
871,Q30
872,Q22502
873,Q39
873,Q713750
874,Q30
877,Q30
878,Q142
878,Q31
878,Q39
879,Q30
879,Q145
879,Q17
879,Q183
880,Q30
881,Q30
882,Q30
884,Q30
885,Q30
886,Q30
887,Q30
889,Q55
890,Q29
891,Q30
892,Q27
892,Q145
893,Q30
894,Q183
895,Q30
896,Q142
897,Q30
898,Q30
899,Q30
900,Q30
901,Q30
902,Q30
903,Q30
904,Q30
905,Q30
906,Q30
907,Q30
908,Q30
909,Q30
910,Q30
911,Q30
912,Q30
913,Q30
914,Q30
915,Q30
916,Q30
916,Q38
917,Q30
918,Q30
919,Q30
920,Q30
921,Q30
922,Q30
923,Q30
924,Q145
924,Q30
925,Q30
926,Q30
927,Q30
928,Q30
929,Q30
930,Q30
931,Q30
932,Q30
933,Q30
934,Q30
935,Q30
936,Q30
937,Q30
938,Q30
939,Q30
940,Q30
941,Q30
942,Q30
943,Q30
945,Q30
946,Q30
947,Q30
948,Q30
949,Q30
950,Q30
951,Q30
952,Q30
953,Q30
954,Q30
955,Q30
956,Q30
957,Q30
958,Q30
959,Q30
960,Q30
961,Q30
962,Q30
963,Q30
964,Q30
965,Q145
966,Q30
967,Q30
968,Q30
969,Q145
969,Q30
970,Q145
970,Q30
970,Q38
971,Q30
972,Q30
973,Q30
974,Q30
975,Q30
976,Q30
977,Q30
979,Q145
979,Q27
981,Q30
981,Q258
982,Q30
983,Q145
984,Q142
984,Q30
986,Q30
987,Q16
987,Q30
988,Q30
989,Q183
990,Q30
991,Q30
991,Q27
991,Q145
992,Q30
993,Q30
994,Q30
996,Q30
997,Q30
998,Q30
999,Q30
1000,Q30
1001,Q142
1001,Q28
1001,Q713750
1002,Q30
1003,Q145
1003,Q30
1003,Q16
1004,Q30
1005,Q30
1006,Q30
1007,Q30
1008,Q30
1009,Q30
1010,Q30
1011,Q30
1012,Q30
1013,Q30
1014,Q30
1015,Q30
1016,Q30
1017,Q30
1018,Q30
1019,Q30
1020,Q30
1021,Q30
1022,Q30
1023,Q30
1024,Q30
1025,Q30
1026,Q30
1027,Q30
1028,Q30
1029,Q30
1030,Q30
1031,Q30
1032,Q30
1033,Q30
1034,Q30
1034,Q142
1035,Q30
1036,Q30
1037,Q145
1037,Q17
1038,Q142
1038,Q30
1040,Q145
1041,Q145
1041,Q142
1042,Q30
1043,Q30
1044,Q30
1045,Q30
1046,Q145
1047,Q30
1049,Q30
1049,Q183
1050,Q30
1051,Q30
1052,Q142
1052,Q145
1052,Q30
1053,Q30
1054,Q30
1055,Q30
1056,Q145
1057,Q30
1058,Q786
1058,Q30
1059,Q30
1059,Q96
1059,Q408
1060,Q30
1061,Q30
1062,Q30
1063,Q30
1065,Q145
1066,Q30
1067,Q30
1068,Q30
1069,Q30
1070,Q30
1071,Q16
1073,Q145
1073,Q30
1075,Q31
1076,Q145
1077,Q30
1078,Q30
1079,Q145
1079,Q30
1080,Q145
1081,Q145
1081,Q30
1082,Q30
1083,Q30
1084,Q30
1085,Q30
1086,Q30
1087,Q142
1087,Q145
1087,Q183
1088,Q30
1089,Q30
1090,Q30
1090,Q145
1091,Q30
1092,Q30
1092,Q142
1093,Q142
1093,Q30
1094,Q145
1094,Q17
1095,Q30
1096,Q145
1096,Q30
1097,Q30
1098,Q30
1099,Q30
1100,Q30
1101,Q30
1102,Q30
1103,Q30
1104,Q30
1105,Q30
1107,Q30
1109,Q40
1110,Q30
1110,Q219
1111,Q142
1111,Q39
1111,Q38
1112,Q30
1113,Q30
1115,Q30
1116,Q142
1117,Q31
1117,Q142
1117,Q145
1118,Q145
1118,Q142
1118,Q38
1118,Q20
1119,Q30
1120,Q30
1121,Q30
1124,Q30
1125,Q145
1125,Q30
1126,Q30
1126,Q145
1127,Q30
1128,Q30
1129,Q145
1129,Q30
1130,Q30
1131,Q39
1131,Q142
1131,Q38
1132,Q39
1132,Q142
1132,Q38
1133,Q30
1134,Q298
1134,Q96
1135,Q30
1136,Q145
1137,Q183
1137,Q16
1138,Q30
1139,Q30
1140,Q30
1141,Q31
1141,Q55
1141,Q30
1142,Q30
1143,Q142
1143,Q45
1144,Q30
1145,Q30
1146,Q16
1149,Q142
1150,Q142
1151,Q213
1151,Q142
1151,Q145
1151,Q183
1152,Q30
1153,Q30
1154,Q30
1156,Q38
1157,Q142
1158,Q30
1159,Q30
1160,Q30
1161,Q713750
1161,Q142
1161,Q36
1162,Q145
1163,Q142
1163,Q55
1163,Q31
1164,Q142
1166,Q30
1167,Q30
1168,Q30
1168,Q16
1170,Q30
1171,Q30
1171,Q145
1172,Q38
1172,Q142
1173,Q55
1173,Q145
1173,Q142
1174,Q142
1175,Q142
1176,Q142
1176,Q36
1176,Q20
1177,Q145
1178,Q30
1179,Q30
1179,Q16
1180,Q27
1180,Q145
1181,Q30
1183,Q30
1183,Q145
1183,Q38
1184,Q38
1185,Q27
1185,Q145
1186,Q30
1187,Q30
1188,Q408
1188,Q145
1189,Q30
1190,Q29
1193,Q30
1194,Q30
1196,Q30
1197,Q30
1198,Q30
1199,Q145
1199,Q30
1200,Q145
1200,Q30
1201,Q38
1201,Q29
1201,Q713750
1202,Q145
1203,Q30
1204,Q145
1206,Q145
1206,Q30
1207,Q30
1208,Q30
1209,Q38
1209,Q30
1210,Q30
1211,Q713750
1211,Q142
1212,Q145
1213,Q30
1214,Q145
1214,Q30
1215,Q30
1216,Q142
1216,Q38
1217,Q17
1217,Q142
1218,Q8646
1219,Q30
1220,Q30
1221,Q30
1222,Q145
1222,Q30
1224,Q145
1225,Q30
1225,Q142
1226,Q30
1226,Q27
1227,Q30
1227,Q38
1228,Q30
1230,Q30
1231,Q30
1233,Q713750
1233,Q38
1233,Q142
1233,Q145
1234,Q30
1235,Q30
1236,Q145
1236,Q30
1237,Q34
1238,Q145
1240,Q145
1240,Q30
1241,Q664
1242,Q30
1243,Q145
1243,Q30
1244,Q30
1246,Q30
1247,Q30
1248,Q30
1249,Q142
1249,Q38
1250,Q145
1251,Q38
1251,Q142
1252,Q30
1253,Q30
1254,Q30
1255,Q664
1256,Q30
1257,Q30
1258,Q145
1258,Q30
1259,Q30
1260,Q183
1261,Q30
1262,Q30
1263,Q30
1263,Q145
1264,Q142
1265,Q30
1266,Q30
1267,Q30
1268,Q30
1268,Q16
1269,Q30
1270,Q30
1271,Q30
1272,Q30
1273,Q30
1273,Q713750
1274,Q17
1275,Q145
1275,Q30
1276,Q30
1277,Q142
1278,Q30
1279,Q145
1279,Q142
1279,Q183
1279,Q17
1279,Q30
1280,Q8646
1280,Q148
1281,Q30
1282,Q30
1283,Q30
1284,Q30
1285,Q30
1286,Q30
1287,Q30
1288,Q30
1289,Q30
1290,Q30
1291,Q30
1292,Q713750
1292,Q30
1293,Q145
1293,Q668
1293,Q30
1293,Q258
1295,Q30
1296,Q145
1297,Q30
1298,Q145
1299,Q145
1300,Q34
1301,Q30
1302,Q30
1303,Q145
1303,Q30
1304,Q30
1304,Q96
1305,Q713750
1305,Q142
1305,Q145
1305,Q30
1306,Q183
1306,Q142
1306,Q408
1307,Q30
1308,Q30
1309,Q30
1311,Q30
1312,Q183
1312,Q30
1313,Q30
1314,Q30
1315,Q145
1317,Q30
1318,Q145
1320,Q30
1321,Q145
1321,Q30
1322,Q30
1323,Q30
1323,Q96
1324,Q30
1325,Q30
1326,Q96
1326,Q30
1328,Q16
1329,Q38
1329,Q142
1329,Q30
1330,Q30
1330,Q16
1331,Q30
1332,Q30
1332,Q145
1332,Q16
1333,Q30
1334,Q30
1335,Q30
1335,Q8646
1336,Q30
1337,Q30
1339,Q145
1339,Q30
1340,Q30
1341,Q30
1341,Q38
1342,Q30
1342,Q145
1343,Q30
1344,Q30
1345,Q30
1346,Q30
1347,Q30
1348,Q183
1350,Q145
1350,Q30
1351,Q145
1351,Q30
1352,Q30
1352,Q142
1353,Q30
1354,Q35
1354,Q34
1354,Q142
1354,Q55
1354,Q20
1354,Q189
1354,Q29
1354,Q145
1355,Q30
1356,Q30
1357,Q408
1358,Q30
1359,Q30
1360,Q38
1360,Q142
1363,Q30
1364,Q20
1364,Q34
1365,Q142
1366,Q30
1367,Q30
1367,Q145
1368,Q38
1369,Q142
1369,Q183
1369,Q39
1370,Q30
1371,Q30
1372,Q30
1373,Q30
1374,Q30
1375,Q30
1376,Q30
1377,Q30
1377,Q145
1378,Q30
1379,Q30
1380,Q30
1380,Q145
1381,Q30
1382,Q30
1383,Q30
1384,Q30
1385,Q142
1385,Q30
1386,Q30
1387,Q30
1388,Q30
1389,Q30
1390,Q30
1391,Q30
1392,Q30
1393,Q30
1394,Q30
1395,Q30
1396,Q30
1397,Q30
1398,Q30
1399,Q30
1400,Q30
1401,Q30
1404,Q30
1405,Q30
1406,Q142
1406,Q183
1407,Q30
1408,Q30
1409,Q30
1410,Q30
1411,Q145
1411,Q30
1412,Q27
1412,Q30
1413,Q30
1414,Q30
1415,Q142
1416,Q30
1417,Q145
1417,Q30
1419,Q145
1419,Q408
1420,Q30
1420,Q145
1422,Q30
1423,Q258
1424,Q30
1425,Q145
1425,Q30
1426,Q30
1427,Q30
1428,Q408
1430,Q16
1430,Q30
1431,Q30
1432,Q30
1433,Q142
1433,Q183
1436,Q30
1437,Q145
1437,Q183
1438,Q30
1439,Q17
1439,Q30
1440,Q30
1441,Q30
1442,Q30
1443,Q183
1443,Q39
1444,Q241
1444,Q29
1444,Q183
1445,Q30
1446,Q213
1446,Q145
1446,Q142
1447,Q30
1448,Q30
1449,Q30
1450,Q159
1450,Q232
1453,Q30
1453,Q213
1454,Q30
1455,Q408
1456,Q30
1457,Q30
1458,Q30
1459,Q30
1460,Q30
1461,Q30
1462,Q30
1463,Q30
1464,Q142
1464,Q30
1465,Q30
1466,Q30
1467,Q142
1467,Q262
1467,Q31
1467,Q32
1468,Q30
1471,Q30
1472,Q30
1473,Q30
1473,Q145
1474,Q142
1474,Q30
1475,Q145
1475,Q17
1475,Q183
1475,Q30
1476,Q30
1477,Q30
1479,Q30
1480,Q35
1480,Q183
1480,Q34
1482,Q27
1482,Q145
1482,Q30
1483,Q145
1483,Q16
1483,Q30
1484,Q16
1484,Q30
1485,Q30
1486,Q408
1486,Q38
1486,Q142
1487,Q30
1488,Q30
1489,Q30
1490,Q30
1493,Q408
1495,Q17
1495,Q30
1496,Q30
1496,Q159
1496,Q145
1497,Q30
1497,Q8646
1498,Q30
1499,Q30
1499,Q155
1499,Q419
1500,Q30
1501,Q30
1501,Q145
1502,Q16
1503,Q30
1503,Q145
1504,Q145
1504,Q183
1504,Q29
1504,Q142
1507,Q408
1507,Q30
1508,Q30
1509,Q30
1510,Q30
1511,Q142
1511,Q230
1511,Q212
1511,Q31
1511,Q159
1511,Q183
1513,Q30
1514,Q148
1514,Q8646
1515,Q30
1516,Q408
1517,Q183
1517,Q30
1518,Q30
1519,Q664
1520,Q30
1522,Q30
1523,Q30
1524,Q30
1525,Q30
1525,Q8646
1525,Q148
1525,Q16
1526,Q30
1527,Q142
1527,Q145
1527,Q30
1528,Q145
1528,Q16
1529,Q142
1529,Q30
1531,Q30
1532,Q30
1533,Q31
1533,Q142
1533,Q32
1533,Q948
1534,Q142
1535,Q30
1537,Q17
1538,Q30
1539,Q145
1541,Q30
1542,Q145
1542,Q30
1543,Q145
1544,Q30
1545,Q142
1546,Q30
1547,Q30
1548,Q30
1549,Q145
1549,Q30
1549,Q142
1550,Q30
1551,Q30
1552,Q30
1553,Q30
1554,Q55
1554,Q145
1554,Q142
1554,Q32
1556,Q30
1557,Q30
1558,Q30
1559,Q30
1561,Q30
1562,Q30
1562,Q145
1563,Q30
1564,Q38
1564,Q30
1565,Q30
1566,Q30
1566,Q17
1567,Q30
1568,Q30
1569,Q30
1570,Q17
1571,Q142
1572,Q142
1572,Q38
1573,Q30
1574,Q30
1575,Q794
1575,Q142
1577,Q142
1578,Q145
1579,Q39
1579,Q142
1580,Q30
1581,Q30
1582,Q30
1583,Q30
1584,Q30
1585,Q408
1586,Q30
1586,Q145
1587,Q30
1587,Q96
1588,Q30
1589,Q30
1590,Q145
1590,Q30
1590,Q16
1591,Q30
1593,Q30
1594,Q30
1594,Q16
1595,Q30
1596,Q145
1596,Q142
1597,Q30
1598,Q30
1599,Q30
1600,Q142
1600,Q30
1601,Q30
1602,Q30
1603,Q30
1604,Q30
1605,Q30
1606,Q30
1608,Q183
1608,Q30
1609,Q30
1610,Q30
1611,Q30
1612,Q30
1613,Q30
1614,Q30
1615,Q30
1616,Q30
1617,Q30
1619,Q30
1619,Q145
1620,Q30
1621,Q30
1622,Q30
1623,Q30
1624,Q30
1625,Q30
1626,Q30
1627,Q142
1627,Q30
1628,Q30
1629,Q27
1629,Q145
1629,Q30
1630,Q30
1631,Q16
1632,Q30
1633,Q30
1635,Q142
1635,Q30
1636,Q30
1636,Q16
1639,Q30
1640,Q30
1641,Q145
1641,Q38
1641,Q30
1642,Q145
1643,Q145
1643,Q27
1643,Q30
1644,Q30
1645,Q183
1645,Q30
1646,Q30
1647,Q30
1648,Q30
1650,Q30
1651,Q30
1653,Q30
1654,Q145
1655,Q30
1655,Q17
1656,Q145
1656,Q30
1658,Q145
1658,Q30
1659,Q30
1660,Q30
1661,Q30
1662,Q30
1663,Q30
1664,Q142
1665,Q145
1665,Q30
1666,Q30
1667,Q30
1668,Q30
1669,Q145
1669,Q142
1669,Q414
1669,Q183
1669,Q55
1669,Q30
1670,Q145
